Retailer,Csr_id,Chat_id,Conversa,Necessidade de transbordo,Transferência,Realmente teve necessidade de transbordar?,Agente agiu corretamente?,Motivo do transbordo,Abandono,Problema mapeado,Detalhe do assunto,Precisa de atenção?,Observação,Alimentar base de conhecimento com:
crocs,POOwOhU07EZJ,wuThcHiiJwan,"CLIENTE - 05/01/2026 12:33:49 - Meu crocs de pedido número #1582532333777-01 não foi entregue

ATENDENTE BOT - 05/01/2026 12:33:54 - Olá, Fernanda, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 12:33:54 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 12:33:55 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 12:34:03 - Fiz a compra com vocês, que devem ser o responsáveis

ATENDENTE BOT - 05/01/2026 12:34:07 - Não consegui entender a sua resposta. 😥😕 Poderia digitar apenas uma das opções exibidas?

CLIENTE - 05/01/2026 12:34:20 - Ajuda

CLIENTE - 05/01/2026 12:34:29 - Já comprei

CLIENTE - 05/01/2026 12:34:46 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 12:35:12 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 12:36:08 - Eu não recebi o pedido #1582532333777-01

CLIENTE - 05/01/2026 12:36:21 - Está como entregue, mas não recebi

WHIZZ PÓS-VENDAS - 05/01/2026 12:36:34 - O seu pedido #1582532333777-01 com a Sandália Crocs Frozen Olaf Classic Clog Infantil foi entregue. A entrega foi registrada há 25 dias, com código de rastreamento AB815476504BR. Se não recebeu, por favor, verifique com quem recebeu aí na sua casa ou local de entrega 💚👟. Posso ajudar em mais alguma coisa?

WHIZZ PÓS-VENDAS - 05/01/2026 12:36:44 - Entendo a situação, e sinto muito por isso 💚. Como o pedido consta como entregue, recomendo verificar com vizinhos, familiares ou na portaria do local de entrega, pois às vezes a entrega pode ter sido recebida por outra pessoa. Se precisar, posso ajudar a verificar outras opções para você. Posso ajudar em mais alguma coisa?

CLIENTE - 05/01/2026 12:37:03 - Aqui na minha casa ninguém recebeu

WHIZZ - 05/01/2026 12:37:19 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 12:37:34 - 1",Sim,Não,,,,,,,,,
crocs,QwEGFCzQZ2Ho,6GolexzXjn,"CLIENTE - 05/01/2026 12:30:34 - Olá tudo bem?

O código do meu atendimento é: @06635671-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 12:30:40 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 12:30:41 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 12:30:52 - Paula Teixeira

ATENDENTE BOT - 05/01/2026 12:30:57 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 12:31:18 - Ajuda

CLIENTE - 05/01/2026 12:31:28 - Já comprei

CLIENTE - 05/01/2026 12:31:47 - Outros assuntos

WHIZZ PÓS-VENDAS - 05/01/2026 12:32:12 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 12:32:43 - Fiz uma um pedido 09/12/2025 e até hoje não chegou

WHIZZ PÓS-VENDAS - 05/01/2026 12:33:02 - Para verificar o status do seu pedido, por favor, poderia me informar o número do pedido, seu e-mail ou CPF? 💚

CLIENTE - 05/01/2026 12:33:34 - 100.350.437-09

WHIZZ PÓS-VENDAS - 05/01/2026 12:33:57 - Paula, verifiquei seus pedidos e todos já foram entregues, inclusive o mais recente com entrega prevista para 24/12/2025, que foi entregue.

WHIZZ PÓS-VENDAS - 05/01/2026 12:33:57 - Se você não recebeu algum deles, por favor, me informe para que possamos verificar melhor essa situação. 💚👟

CLIENTE - 05/01/2026 12:34:41 - Nao recebi meu pedido

WHIZZ PÓS-VENDAS - 05/01/2026 12:34:59 - Entendo, Paula 💚. Para que eu possa ajudar melhor, por favor, me informe qual o número do pedido que você não recebeu ou o produto específico. Assim, verifico o que pode ter acontecido.

CLIENTE - 05/01/2026 12:36:04 - 1582312329482-01

CLIENTE - 05/01/2026 12:36:14 - Seria esse número do pedido?

WHIZZ PÓS-VENDAS - 05/01/2026 12:36:34 - Paula, o pedido número 1582312329482-01 consta como entregue, com código de rastreamento AN352761527BR. Se você não recebeu, recomendo verificar com a transportadora usando esse código ou no local de entrega. Se precisar, posso ajudar com mais informações! 💚👟

CLIENTE - 05/01/2026 12:37:02 - Eu não recebi

WHIZZ - 05/01/2026 12:37:33 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 12:42:07 - Eu já abri chamado e tamanem nao tive retoeno

CLIENTE - 05/01/2026 12:42:10 - retorno

ATENDENTE BOT - 05/01/2026 12:42:19 - Não consegui entender qual foi sua avaliação. Vamos tentar de novo.",Sim,Não,,,,,,,,,
crocs,KDRfnGbTvWaM,WgxNSNoKL3Pj,"CLIENTE - 31/12/2025 12:34:19 - Olá, prssoal

CLIENTE - 31/12/2025 12:34:21 - Bom dia

ATENDENTE BOT - 31/12/2025 12:34:30 - Olá, Lunara, bem-vindo(a) de volta!

ATENDENTE BOT - 31/12/2025 12:34:30 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 31/12/2025 12:34:31 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 31/12/2025 12:34:44 - Ajuda

CLIENTE - 31/12/2025 12:34:52 - Já comprei

CLIENTE - 31/12/2025 12:35:10 - Outros assuntos

WHIZZ PÓS-VENDAS - 31/12/2025 12:35:35 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 31/12/2025 12:36:50 - Comprei uma sandália com vocês e o produto não chegou no endereço descrito. Quando entro no meu cadastro diz que o produto foi entregue , porém isso não aconteceu

WHIZZ PÓS-VENDAS - 31/12/2025 12:37:29 - Para que eu possa verificar o status do seu pedido e ajudar com essa entrega, por favor, me informe o número do pedido, seu e-mail cadastrado ou CPF, por favor 💚😊

CLIENTE - 31/12/2025 12:37:50 - Venho solicitando solução para esse problema e vcs não respondem nada. O natal passou e nada ainda foi resolvido

CLIENTE - 31/12/2025 12:37:58 - 07729931656

WHIZZ PÓS-VENDAS - 31/12/2025 12:38:18 - Você informou o número 07729931656, poderia confirmar se este é o número do pedido? Assim poderei verificar o status para você 💚

CLIENTE - 31/12/2025 12:38:51 - Esse é o meu CPF

WHIZZ PÓS-VENDAS - 31/12/2025 12:39:12 - Luna, seu pedido da Sandália Crocs Classic Clog PINK MILK 37 consta como entregue, com última atualização há 22 dias. A entrega estava prevista para o dia 23/12, que já passou, e há um código de rastreamento AN341948733BR.

WHIZZ PÓS-VENDAS - 31/12/2025 12:39:13 - Se você não recebeu o produto, recomendo verificar com a transportadora usando esse código. Se precisar, posso ajudar com os próximos passos para resolver essa situação 💚😊.

CLIENTE - 31/12/2025 12:40:16 - Quero ajuda para resolver

WHIZZ PÓS-VENDAS - 31/12/2025 12:40:36 - Para ajudar a resolver essa situação, por favor, me confirme se deseja iniciar uma reclamação formal sobre a entrega ou se prefere que eu verifique outras opções disponíveis para você 💚?

CLIENTE - 31/12/2025 12:41:04 - Quero uma reclamação formal sobre a entrega

WHIZZ - 31/12/2025 12:41:20 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Não,Não,,,,,,,,,
crocs,oHlEnsXOzAeg,w4ru5XY6VbHk,"CLIENTE - 05/01/2026 13:28:28 - Oi quero saber sobre minha encomenda ainda não recebi

ATENDENTE BOT - 05/01/2026 13:28:34 - Olá, Valentina, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 13:28:34 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 13:28:35 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 13:29:16 - Ajuda

CLIENTE - 05/01/2026 13:29:28 - Já comprei

CLIENTE - 05/01/2026 13:29:47 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 13:30:43 - Oi, Valentina! Para consultar o status do seu pedido, preciso que você me informe o seu e-mail ou CPF usado na compra, por favor 💚.

CLIENTE - 05/01/2026 13:31:04 - 33027905899

WHIZZ PÓS-VENDAS - 05/01/2026 13:31:26 - Valentina, seu pedido com Sandálias Crocs Classic Mega Crush Sandal (tamanhos 36 e 37) e Jibbitz™ foi enviado, mas a entrega estava prevista para 19 de dezembro de 2025, ou seja, há 17 dias, e pode estar atrasada. O código de rastreamento é AB827547857BR 💚. Posso ajudar em mais alguma coisa?

CLIENTE - 05/01/2026 13:34:05 - Já está atrasado muito tempo

CLIENTE - 05/01/2026 13:34:13 - Quero meu pedido

WHIZZ - 05/01/2026 13:34:36 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 13:41:12 - 1",Sim,Não,,,,,,,,,
crocs,3IefOGbiFeWK,kfcFuwd6JLVw,"CLIENTE - 05/01/2026 14:56:53 - Bom dia

ATENDENTE BOT - 05/01/2026 14:57:04 - Olá, Taisa, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 14:57:04 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 14:57:05 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 14:57:32 - Ajuda

CLIENTE - 05/01/2026 14:57:44 - Gente eu preciso falar com um atendente

CLIENTE - 05/01/2026 14:57:46 - Já comprei

CLIENTE - 05/01/2026 14:58:06 - Outros assuntos

WHIZZ PÓS-VENDAS - 05/01/2026 14:58:31 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 14:58:47 - Oi duke , tudo bem?

WHIZZ PÓS-VENDAS - 05/01/2026 14:59:04 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 14:59:29 - Então eu fiz uma troca via correios porque fiz minha compra pelo site , porém desde o dia 26/12 minha mercadoria está pra chegar e até agora nada

CLIENTE - 05/01/2026 14:59:33 - Já viramos o ano

CLIENTE - 05/01/2026 14:59:38 - Hoje é dia 5

CLIENTE - 05/01/2026 14:59:39 - Isso é um absurdo

CLIENTE - 05/01/2026 14:59:45 - Quero falar com um atendente

WHIZZ PÓS-VENDAS - 05/01/2026 15:00:14 - Para verificar o status da sua troca, preciso que você me informe o seu e-mail cadastrado no pedido, por favor. 💚

CLIENTE - 05/01/2026 15:00:31 - taisadmi@icloud.com

WHIZZ PÓS-VENDAS - 05/01/2026 15:01:09 - Sua troca referente ao pedido 1576732233658-01 está com o status ""Aguardando NF Devolução"". O código de rastreamento é AN327985205BR pelos Correios (PAC). 💚

WHIZZ PÓS-VENDAS - 05/01/2026 15:01:09 - Se precisar, você pode acompanhar a entrega pelo site dos Correios usando esse código.

WHIZZ PÓS-VENDAS - 05/01/2026 15:01:09 - Lembre-se que para trocas feitas pelo site, o prazo padrão é de 90 dias para troca por defeito ou avaria, e o processo deve ser feito pelo link https://crocs.troque.app.br com seu e-mail, CPF e número do pedido.

WHIZZ PÓS-VENDAS - 05/01/2026 15:01:09 - Posso te ajudar em mais alguma coisa? 💚

CLIENTE - 05/01/2026 15:02:05 - AN327985205BR

CLIENTE - 05/01/2026 15:02:11 - QUERO SABER AONDE ESTÁ MEU PEDIDO

CLIENTE - 05/01/2026 15:02:17 - JA FAZ QUASE UM MÊS

CLIENTE - 05/01/2026 15:02:20 - QUE ABSURDO

WHIZZ PÓS-VENDAS - 05/01/2026 15:02:45 - Seu pedido 1576732233658-01, com a Sandália Crocs Classic Clog BONE 37, foi entregue. A última atualização foi há 47 dias, e a entrega estava prevista para 05/12/2025, ou seja, já faz bastante tempo que foi entregue.

WHIZZ PÓS-VENDAS - 05/01/2026 15:02:45 - O código de rastreamento do pedido é AN231301045BR.

WHIZZ PÓS-VENDAS - 05/01/2026 15:02:45 - Se precisar de mais alguma coisa, estou aqui para ajudar! 💚

CLIENTE - 05/01/2026 15:02:52 - Vouch te assar o codigo

CLIENTE - 05/01/2026 15:03:06 - NAO

CLIENTE - 05/01/2026 15:03:10 - EU FIZ UMA TEOCA

WHIZZ PÓS-VENDAS - 05/01/2026 15:03:10 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 05/01/2026 15:03:11 - TROCA

CLIENTE - 05/01/2026 15:03:20 - TERIA UMA PESSOA HUMAN PRA FALAR PELO SUPORTE

CLIENTE - 05/01/2026 15:03:27 - PQ FICAR CONVERSANDO COM
COMOUTADOR NÃO DÁ

CLIENTE - 05/01/2026 15:03:31 - NAO RESOLVE

CLIENTE - 05/01/2026 15:03:59 - O VODIGO DO MEU PEDIDO È:
AN 341 345 049 BR

CLIENTE - 05/01/2026 15:04:03 - Quero saber aonde está

WHIZZ - 05/01/2026 15:04:11 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Sim,Não,,,,,,,,,
crocs,W1cLxzO3QZ1S,uKb1cO0u0hM4,"CLIENTE - 02/01/2026 17:29:29 - falar com atendente

ATENDENTE BOT - 02/01/2026 17:29:35 - Olá, Julio, bem-vindo(a) de volta!

ATENDENTE BOT - 02/01/2026 17:29:35 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 02/01/2026 17:29:37 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 02/01/2026 17:29:45 - Ajuda

CLIENTE - 02/01/2026 17:30:02 - Já comprei

CLIENTE - 02/01/2026 17:30:17 - Status do pedido

WHIZZ PÓS-VENDAS - 02/01/2026 17:30:47 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me informar o número do pedido, e-mail ou CPF usado na compra para que eu possa verificar o status do seu pedido?

CLIENTE - 02/01/2026 17:31:00 - 35773862824

WHIZZ PÓS-VENDAS - 02/01/2026 17:31:24 - Seu pedido 1581322309823-01 com a Sandália Crocs Crocband Cruiser Sandal Juvenil NAVY/VARSITY RED 28 foi entregue. A última atualização foi há 27 dias.

WHIZZ PÓS-VENDAS - 02/01/2026 17:31:25 - Outro pedido seu, 1576242228893-01 com a Sandália Crocs Bayaband Sandal Juvenil NAVY/PEPPER 31, também foi entregue, com última atualização há 44 dias. 💚👟

WHIZZ PÓS-VENDAS - 02/01/2026 17:31:25 - Posso te ajudar em mais alguma coisa? 💚

CLIENTE - 02/01/2026 17:31:47 - falar com humano

WHIZZ - 02/01/2026 17:32:03 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Não,Não,,,,,,,,,
crocs,fabjJj5JW46g,e95BaUcCTmMR,"CLIENTE - 05/01/2026 15:00:54 - Olá tudo bem?

O código do meu atendimento é: @725456be-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 15:01:00 - Olá, Glauce, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 15:01:00 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 15:01:02 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 15:03:28 - Gostaria de falar sobre o meu Pedido #1583542349842-01

ATENDENTE BOT - 05/01/2026 15:03:32 - Não consegui entender a sua resposta. 😥😕 Poderia digitar apenas uma das opções exibidas?

CLIENTE - 05/01/2026 15:03:39 - Ajuda

CLIENTE - 05/01/2026 15:03:50 - Já comprei

CLIENTE - 05/01/2026 15:04:02 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 15:04:59 - Seu pedido #1583542349842-01, que inclui a Sandália Crocs Crocband Clog Juvenil ICE BLUE/WHITE 34, foi cancelado. 💚 Se precisar de ajuda com outra coisa, estou aqui!

CLIENTE - 05/01/2026 15:05:30 - atendimento humano

WHIZZ PÓS-VENDAS - 05/01/2026 15:05:47 - Pedimos, por favor, que entre em contato com o nosso suporte através do link https://www.crocs.com.br/contato. Você pode mandar a sua dúvida ou solicitação que te retornaremos por lá 💚!

CLIENTE - 05/01/2026 15:16:45 - Não estou conseguindo ser atendida por vocês

WHIZZ PÓS-VENDAS - 05/01/2026 15:17:03 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 05/01/2026 15:17:06 - Cou entrar em contato com o Procon, relatando o problema

CLIENTE - 05/01/2026 15:17:13 - Preciso de atendimento humano

WHIZZ - 05/01/2026 15:17:30 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 15:17:45 - 1",Não,Não,,,,,,,,,
crocs,4v06khEWGNA9,1AVfH0omxZ0M,"CLIENTE - 05/01/2026 13:26:54 - Oi

ATENDENTE BOT - 05/01/2026 13:27:00 - Olá, Maria, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 13:27:00 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 13:27:01 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 13:27:23 - Ajuda

CLIENTE - 05/01/2026 13:27:32 - Já comprei

CLIENTE - 05/01/2026 13:27:44 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 13:28:18 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 13:29:29 - Realizei uma compra que estava prevista pra chegar dia 26/12 
E até agora nada ,vocês me enviaram um e mail que o pedido havia sido entregue porém no site dos correios diz que está parado em transferência 
O status não muda desde 21/12

WHIZZ PÓS-VENDAS - 05/01/2026 13:29:52 - Para verificar o status do seu pedido, por favor, poderia me informar o número do pedido ou o e-mail utilizado na compra? Assim, consigo buscar as informações corretas para você 💚📦

CLIENTE - 05/01/2026 13:29:59 - 1582962341080-01

WHIZZ PÓS-VENDAS - 05/01/2026 13:30:53 - Seu pedido da Sandália Crocs Hello Kitty Classic Clog no tamanho 37 foi registrado como entregue, com o código de rastreamento AB824109446BR. A entrega estava prevista para o dia 26/12, que já passou, e o último status atualizado foi há 24 dias. Como o site dos Correios indica que o pacote está parado em transferência, pode haver algum atraso na entrega. 💚📦

WHIZZ PÓS-VENDAS - 05/01/2026 13:30:53 - Se desejar, posso ajudar com os próximos passos para resolver essa situação.

CLIENTE - 05/01/2026 13:31:27 - Sim por favor 
Pois como vocês dão como entregue  sendo que não recebi

WHIZZ PÓS-VENDAS - 05/01/2026 13:31:51 - Entendo sua preocupação! Como não há nenhuma solicitação de troca ou devolução registrada para esse pedido, o próximo passo é abrir uma reclamação formal para investigarmos o ocorrido com a entrega.

WHIZZ PÓS-VENDAS - 05/01/2026 13:31:52 - Por favor, envie sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá com o suporte especializado para resolver essa situação 💚📦

CLIENTE - 05/01/2026 13:32:11 - Já enviei e não recebi retorno

WHIZZ - 05/01/2026 13:32:29 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Não,Não,,,,,,,,,
crocs,NHg29A4sQcKg,3WWtU4GV2rB5,"CLIENTE - 05/01/2026 19:48:44 - boa tarde

ATENDENTE BOT - 05/01/2026 19:48:49 - Olá, MAuricio, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 19:48:49 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 19:48:50 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 19:49:05 - Ajuda

CLIENTE - 05/01/2026 19:49:18 - Já comprei

CLIENTE - 05/01/2026 19:49:34 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 19:49:55 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 19:50:40 - pedido do dia 17 de dezembro não foi entregue e vcs não conseguem me dar nenhuma posição

WHIZZ PÓS-VENDAS - 05/01/2026 19:51:05 - Para consultar o status do seu pedido, por favor, informe o número do pedido, seu e-mail ou CPF para que eu possa verificar as informações de entrega para você 💚.

CLIENTE - 05/01/2026 19:51:08 - etiqueta foi gerada dia 17 mesmo

CLIENTE - 05/01/2026 19:51:22 - Pedido #1584142357553-01

WHIZZ PÓS-VENDAS - 05/01/2026 19:51:25 - Por favor, poderia me informar o número do pedido, seu e-mail ou CPF para que eu possa verificar o status da entrega e te dar uma posição mais precisa? 💚

CLIENTE - 05/01/2026 19:51:34 - Pedido #1584142357553-01

WHIZZ PÓS-VENDAS - 05/01/2026 19:51:43 - Seu pedido #1584142357553-01, com a Sandália Crocs Off Court Clog TAFFY PINK 43, foi enviado e a etiqueta gerada no dia 17 de dezembro. A entrega estava prevista para o dia 30 de dezembro, mas já passou do prazo, indicando possível atraso. O código de rastreamento é AN382477455BR. 💚🚚

WHIZZ PÓS-VENDAS - 05/01/2026 19:51:53 - Seu pedido #1584142357553-01 foi enviado, com entrega prevista para o dia 30 de dezembro, mas está atrasado. O código de rastreamento é AN382477455BR. 💚🚚 Posso te ajudar em mais alguma coisa?

CLIENTE - 05/01/2026 19:52:18 - isso eu sei. está no site dos correios. mas vcs não conseguem nenhuma previsão alem disso?

CLIENTE - 05/01/2026 19:52:31 - hj é dia 05 de janeiro

WHIZZ PÓS-VENDAS - 05/01/2026 19:52:37 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 05/01/2026 19:52:39 - e nada de mudar o status no site dis correios

WHIZZ PÓS-VENDAS - 05/01/2026 19:53:02 - Entendo sua preocupação com o atraso na entrega. Infelizmente, não tenho acesso a informações além do que consta no rastreamento dos Correios. Para obter uma posição mais detalhada, por favor, envie sua solicitação pelo formulário https://www.crocs.com.br/contato que a equipe responsável poderá te ajudar melhor 💚.

CLIENTE - 05/01/2026 19:53:14 - eu já fiz isso e nenhuma resposta. mas vou fazer novamente

WHIZZ PÓS-VENDAS - 05/01/2026 19:53:32 - Sinto muito pela demora na resposta que você está enfrentando. Espero que, ao enviar novamente pelo formulário, consiga um retorno rápido. Estou aqui para ajudar no que for possível! 💚✨

CLIENTE - 05/01/2026 19:53:36 - bem decepcionado com a Crocs

WHIZZ - 05/01/2026 19:53:51 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 19:54:25 - 1",Não,Não,,,,,,,,,
crocs,4KH5eiWbxXPn,WTkTkYPyuuUk,"CLIENTE - 02/01/2026 14:34:27 - Oi

ATENDENTE BOT - 02/01/2026 14:34:32 - Olá, Janaina, bem-vindo(a) de volta!

ATENDENTE BOT - 02/01/2026 14:34:32 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 02/01/2026 14:34:34 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 02/01/2026 14:34:56 - Falar com atendente

ATENDENTE BOT - 02/01/2026 14:34:59 - Não consegui entender a sua resposta. 😥😕 Poderia digitar apenas uma das opções exibidas?

CLIENTE - 02/01/2026 14:35:05 - Ajuda

CLIENTE - 02/01/2026 14:35:14 - Já comprei

CLIENTE - 02/01/2026 14:35:25 - Outros assuntos

WHIZZ PÓS-VENDAS - 02/01/2026 14:35:53 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 02/01/2026 14:37:03 - Falar com atendente

WHIZZ - 02/01/2026 14:37:17 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Sim,Não,,,,,,,,,
crocs,fI5TT62g44cw,W6LAFnUIvxtK,"CLIENTE - 05/01/2026 15:27:28 - Olá boa tarde

ATENDENTE BOT - 05/01/2026 15:27:34 - Olá, Vanessa, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 15:27:34 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 15:27:35 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 15:27:52 - Ajuda

CLIENTE - 05/01/2026 15:28:02 - Já comprei

CLIENTE - 05/01/2026 15:28:21 - Outros assuntos

WHIZZ PÓS-VENDAS - 05/01/2026 15:28:35 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 15:29:18 - Recebi uma mensagem falando que recebi a mercadoria.
Mas não recebi

WHIZZ PÓS-VENDAS - 05/01/2026 15:29:37 - Para que eu possa verificar o status do seu pedido e entender o que aconteceu com a entrega, por favor, me informe o número do pedido, seu e-mail ou CPF usado na compra 💚.

CLIENTE - 05/01/2026 15:31:38 - 1582682335826-01
Vana_2602@yahoo.com.br
32977970886

WHIZZ PÓS-VENDAS - 05/01/2026 15:32:02 - Seu pedido 1582682335826-01 com o produto Crocband Clog Infanto Juvenil foi registrado como entregue, porém a última atualização foi há 25 dias e a entrega estava prevista para 24 de dezembro de 2025, que já passou. Vejo que pode ter ocorrido algum atraso ou problema na entrega. 💚

WHIZZ PÓS-VENDAS - 05/01/2026 15:32:02 - Posso ajudar com mais alguma coisa?

CLIENTE - 05/01/2026 15:32:44 - Quero falar com atendente

WHIZZ - 05/01/2026 15:32:59 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Não,Não,,,,,,,,,
